,Sanger&CMRI,Broad
REACTOME_SPHINGOLIPID_METABOLISM,0.1479030272960381,0.3195139023560325
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN,0.1479116810999653,0.06623468027276036
GO_4_IRON_4_SULFUR_CLUSTER_BINDING,0.1479433218570878,0.12790159742303692
REN_ALVEOLAR_RHABDOMYOSARCOMA_UP,0.14806295009107023,0.09751854570204085
BURTON_ADIPOGENESIS_12,0.1481662031487613,0.12119770957668517
GO_REGULATION_OF_CARDIAC_CONDUCTION,0.14823137113426196,0.17873950593251725
GO_ODONTOGENESIS,0.14826974602153956,0.17118945448957681
GO_EPITHELIAL_TUBE_MORPHOGENESIS,0.14861591460962809,0.1360967214335962
GO_SNRNA_BINDING,0.14893450192520163,0.2162869217332509
AKL_HTLV1_INFECTION_DN,0.1490150617181936,0.1273682063908076
GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,0.14916664027534263,0.17740897723926577
XU_GH1_EXOGENOUS_TARGETS_DN,0.149341276008923,0.11510073682547324
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.14960309957669338,0.34622267580432164
GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.14973700640139628,0.07604005944272603
BECKER_TAMOXIFEN_RESISTANCE_DN,0.14980315263259542,0.1522895184654308
GO_MRNA_3_END_PROCESSING,0.1498934638797331,0.2023399373392906
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.15011869529001123,0.00828286257632521
DANG_REGULATED_BY_MYC_UP,0.15019048118238099,0.07963671301789363
GO_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.15020737518986002,0.06278826639897314
CHENG_IMPRINTED_BY_ESTRADIOL,0.15034126498887615,0.0944604995392222
GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,0.1506461260251281,0.12341399427582764
GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS,0.15068881889321595,0.21790360797334635
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS,0.15089145605933588,0.1941291920182394
GO_GASTRULATION,0.15100543393164315,0.20552924792216148
GO_ACTION_POTENTIAL,0.1510996274721052,0.19238697918321693
KEGG_SPLICEOSOME,0.15117470046616566,0.2012613414777842
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN,0.1512350495448942,0.07696589215240068
GO_PHAGOCYTIC_VESICLE_MEMBRANE,0.15126816899772388,0.21887853325522585
ROY_WOUND_BLOOD_VESSEL_UP,0.1514084526324664,0.10000159028828856
GO_TIGHT_JUNCTION,0.15149228402624154,0.1954409137054553
TIEN_INTESTINE_PROBIOTICS_2HR_DN,0.1515320548207233,0.1376686079083935
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP,0.15159533131819977,0.09380676846441292
GO_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.1516527717358799,0.2569349112771994
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.15168518531976424,0.05829496478187414
GO_RNA_POLYMERASE_BINDING,0.15200925089398426,0.08434339468998998
GO_AMINOGLYCAN_CATABOLIC_PROCESS,0.15214602356699075,0.3648697833271429
GO_RIBOSOME_ASSEMBLY,0.15242348784639317,0.11866883447059486
KEGG_BUTANOATE_METABOLISM,0.1524266620542494,0.3255062957336922
LANDIS_ERBB2_BREAST_TUMORS_324_DN,0.15252073298069857,0.1686341917921738
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.1525444528241524,0.18186897567787508
JNK_DN.V1_UP,0.1526812994166019,0.06637376188773104
GO_IRON_ION_BINDING,0.1532612708833345,0.14311107705239265
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.1537739146070481,0.2012071751894825
GO_NUCLEUS_ORGANIZATION,0.1539712680107697,0.046214219714787425
GO_RIBONUCLEOPROTEIN_COMPLEX,0.15404416266772966,0.11126004390824747
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.15411817339112038,0.11956654356457147
GO_BLOOD_MICROPARTICLE,0.1541797249502449,0.08508157925736981
GO_RNA_LOCALIZATION,0.15422145659960076,0.11972250162097482
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.15426585099427953,0.31143864004593175
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS,0.15438014103026113,0.21614928062174413
PRC2_EZH2_UP.V1_UP,0.15446059050447608,0.1662817428960464
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT,0.1546367212553658,0.12951070078182078
MEK_UP.V1_UP,0.15470372281763362,0.37320649208513557
KASLER_HDAC7_TARGETS_1_UP,0.1547449019857886,0.029994600653021973
REACTOME_SUMOYLATION,0.15531819930126833,0.14085799321249848
GO_LIPOSACCHARIDE_METABOLIC_PROCESS,0.15544193745036594,0.3477377066457
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6,0.15552198421558644,0.15308025724117222
GO_MULTICELLULAR_ORGANISMAL_SIGNALING,0.15556865729477212,0.15792811350725194
KIM_MYC_AMPLIFICATION_TARGETS_UP,0.15576838782264701,0.09377307789852755
GO_MULTI_ORGANISM_LOCALIZATION,0.15588213450580002,0.08192256922364312
REACTOME_HCMV_LATE_EVENTS,0.15589221808653117,0.06594327249763172
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP,0.15604212322069794,0.16530286668291266
GO_LIPID_DROPLET,0.15607376615709959,0.13754644266345506
GO_EXTRACELLULAR_MATRIX,0.15613071696023906,0.20366076919045373
GO_SIDE_OF_MEMBRANE,0.1561319860935687,0.13519127298082947
LEE_LIVER_CANCER_DENA_DN,0.1561697227279541,0.13152391102092958
VILLANUEVA_LIVER_CANCER_KRT19_DN,0.1561747290620734,0.18343293768777086
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE,0.1562533124176008,0.19847568912043786
GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.1564056144144805,0.1782076571703496
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.15648789605656463,0.2656820384603676
REACTOME_DISEASES_OF_GLYCOSYLATION,0.15653406361791547,0.28489976383154547
NADLER_OBESITY_DN,0.1566471165424445,0.15922822048568344
GROSS_HYPOXIA_VIA_HIF1A_UP,0.15673956189335186,0.1157078482181408
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.15687202497097272,0.31167153786831464
REACTOME_KERATINIZATION,0.15687202497097272,0.3130955025067166
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN,0.1569370308917254,0.15890852855881826
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE,0.15697354235430805,0.2727052351998689
KANG_IMMORTALIZED_BY_TERT_UP,0.1570874241675307,0.1521978978557394
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE,0.15719823239479405,0.14849336399440677
ALCALA_APOPTOSIS,0.15731460339050338,0.06630008600942586
GO_DOUBLE_STRANDED_RNA_BINDING,0.15741055475353663,0.06760764889355302
GO_MICROBODY_MEMBRANE,0.15744728095156885,0.3602972485549221
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,0.1574611665477273,0.17824209139187536
TONG_INTERACT_WITH_PTTG1,0.15753098476665575,0.036130118129874884
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,0.15753190998728145,0.07976385659339827
GO_CONDENSED_NUCLEAR_CHROMOSOME,0.15754198631411842,0.014150229735163106
GO_NEURAL_TUBE_FORMATION,0.15755867986208272,0.10738751563991454
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,0.15771492010974197,0.14364152171518435
MARCHINI_TRABECTEDIN_RESISTANCE_DN,0.15813829272963287,0.1511809059938289
VERRECCHIA_RESPONSE_TO_TGFB1_C2,0.1581971678216705,0.15093905315804698
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN,0.15848771299080208,0.11943644279287428
GO_CATION_TRANSPORT,0.158779590216539,0.17731528988844128
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,0.15938076149063307,0.20160237387052457
NADLER_HYPERGLYCEMIA_AT_OBESITY,0.15975284122269695,0.030585261092386264
GO_SPLICEOSOMAL_COMPLEX,0.15998818189566744,0.17730299464788163
AKT_UP.V1_DN,0.16002150214264318,0.14349746520266385
BMI1_DN_MEL18_DN.V1_DN,0.16055451890265884,0.23822152895497822
DITTMER_PTHLH_TARGETS_UP,0.16087550033345174,0.17907894958393533
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP,0.16104847935121644,0.09737905419863557
REACTOME_COLLAGEN_DEGRADATION,0.16125705331058868,0.21410570269472223
GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.16159206023378545,0.12137720420984935
GO_EXORIBONUCLEASE_COMPLEX,0.16175432787944075,0.1994805136919004
PID_INTEGRIN3_PATHWAY,0.1617905599307564,0.31944039132829094
GO_LIPID_CATABOLIC_PROCESS,0.16194844461143115,0.24400498568883872
GUTIERREZ_MULTIPLE_MYELOMA_UP,0.1621000325287932,0.1959245080902078
GO_NEPHRON_DEVELOPMENT,0.16228982122328728,0.17222743998145784
KEGG_PPAR_SIGNALING_PATHWAY,0.1623096194029392,0.20537025386840238
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN,0.1626702025512465,0.11017158450031356
GO_ACETYL_COA_METABOLIC_PROCESS,0.16271959654337395,0.16331706330690424
GO_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,0.16317258977422366,0.2470800035117087
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.16337037418113956,0.05328190845706295
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP,0.16357928476585679,0.2082754824437417
GO_DEFENSE_RESPONSE_TO_BACTERIUM,0.1635882705091565,0.03278805511079348
GO_MEMBRANE_LIPID_METABOLIC_PROCESS,0.16385182045821892,0.3235917602262699
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.16391735492786313,0.24958661284281403
GO_IMMUNOGLOBULIN_PRODUCTION,0.16392603448942725,0.06353436240441264
HUMMERICH_SKIN_CANCER_PROGRESSION_DN,0.1641337744031807,0.17413653434601964
GO_RNA_MODIFICATION,0.1641344398830645,0.007636383807785112
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,0.16417507976431991,-0.06582403237739691
KORKOLA_EMBRYONAL_CARCINOMA_UP,0.16429329501464926,0.1143214686797635
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA,0.16437598219038546,0.05949494377589222
GO_MONOCARBOXYLIC_ACID_TRANSPORT,0.16505979041871371,0.13205673054960515
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.16559453213751774,0.3957579137717972
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.16562975739197444,0.35294121207196055
GO_GLIAL_CELL_MIGRATION,0.16572416416460728,0.1963446534848554
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN,0.16577118570631938,0.19382293852885757
GO_ROUGH_ENDOPLASMIC_RETICULUM,0.1657990061906534,0.21542363677098325
GO_KERATINIZATION,0.16581532796074216,0.31021658555545006
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.16602093095596002,0.2649655822235826
GO_AMYLOID_BETA_BINDING,0.166164555001051,0.2349427347710561
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,0.1665178728575669,0.20213813929399282
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.16665854152256052,0.22551124748265708
GO_EPITHELIAL_TUBE_FORMATION,0.1668442222769022,0.10603529581513112
GO_LIPID_TRANSPORTER_ACTIVITY,0.16685890488564606,0.17676943071208395
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP,0.16697309057586907,0.08592575430492655
LANDIS_ERBB2_BREAST_TUMORS_65_DN,0.16725464808057097,0.14159918893662127
GO_GOLGI_STACK,0.1675963484004214,0.2340411004871044
CERVERA_SDHB_TARGETS_2,0.16769734208134668,0.2038139044585347
GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.16772687391236424,0.12878536213074654
GO_PROTEIN_PROCESSING,0.1687274414187574,0.2197336555552088
GO_CARDIAC_VENTRICLE_DEVELOPMENT,0.1688831763611771,0.13153242191382003
HALLMARK_SPERMATOGENESIS,0.1695448965881142,-0.10880741640114526
GO_CORNIFICATION,0.1696072648806037,0.3317484970870659
GO_NUCLEAR_PERIPHERY,0.16962497661629092,0.10113407356483839
GO_ION_TRANSPORT,0.16978002313185833,0.18459357893429118
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,0.16999534825821935,0.05743633157512852
GO_PROTEIN_O_LINKED_GLYCOSYLATION,0.1700015489590954,0.3169485762427983
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.17009930927894618,0.2366034153081829
GO_RNA_3_END_PROCESSING,0.1702129848963298,0.1965246399283776
CYCLIN_D1_KE_.V1_UP,0.1702745549593669,0.10057005210680814
GO_TEMPERATURE_HOMEOSTASIS,0.17036256716816223,0.14135572722106476
BILD_MYC_ONCOGENIC_SIGNATURE,0.1706124068449664,0.15056716357900765
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.1708251432439995,0.06506820587238796
MILI_PSEUDOPODIA_CHEMOTAXIS_DN,0.17087178246013196,0.2563599559262981
GO_GDP_BINDING,0.17104694747938343,0.22295455444511653
LIU_SMARCA4_TARGETS,0.17124585350116395,0.18478895706409937
STK33_UP,0.17152076897194943,0.07768350004150568
HUANG_GATA2_TARGETS_DN,0.1717298075566038,0.09806536489246367
CADWELL_ATG16L1_TARGETS_DN,0.17181511287439144,0.047447727696554205
CYCLIN_D1_KE_.V1_DN,0.17200186887220334,0.02103852584683356
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION,0.1720877962469097,0.1440616015460486
GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,0.17213689093533413,0.13391443048588772
GO_PRESYNAPTIC_MEMBRANE,0.1722100207324553,0.12052391734732576
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.17228640488667904,0.267582468552964
GO_CELLULAR_SENESCENCE,0.1726514033024656,0.07419144882076566
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,0.17282211122781754,0.12635010313914496
KEGG_CALCIUM_SIGNALING_PATHWAY,0.17288636336471908,0.043452053445838655
GO_FATTY_ACID_METABOLIC_PROCESS,0.17299812352656713,0.210888609792052
REACTOME_SYNDECAN_INTERACTIONS,0.17338692420293514,0.3205947608955005
GO_NUCLEOLUS,0.1734333921574713,0.12790251007328052
GO_NCRNA_3_END_PROCESSING,0.1736658816032864,0.1767119091352796
REACTOME_GENE_SILENCING_BY_RNA,0.17369795949010008,0.09748148642378723
GO_GENE_SILENCING_BY_RNA,0.17403952044515833,0.05843927258199346
GO_INTERCALATED_DISC,0.1743249468339127,0.2722330585405081
GO_CARDIAC_SEPTUM_DEVELOPMENT,0.17432952051290473,0.15808076892998532
GO_CARTILAGE_DEVELOPMENT,0.17433510286730614,0.15785568358195712
GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,0.17434795780277806,0.13820363844530154
MOOTHA_PGC,0.17448515242182971,0.13379671141906155
YEGNASUBRAMANIAN_PROSTATE_CANCER,0.17453880170560798,0.09194942157545567
REACTOME_COLLAGEN_FORMATION,0.17488699686262354,0.25739033399536176
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN,0.1749705850395285,0.2927705095366131
GO_LARGE_RIBOSOMAL_SUBUNIT,0.17508373691009987,0.13068604887558072
GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE,0.17541901010053237,0.01904560621304154
GO_RNA_PROCESSING,0.1755757867629971,0.146021168488708
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.17565807168344583,0.04173302008775774
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.17581738403594238,0.30159115944275683
GO_ENDOPLASMIC_RETICULUM,0.17597854697285495,0.25001206290922734
GO_CAJAL_BODY,0.17598428834823993,0.10847732591237819
KRAS.LUNG.BREAST_UP.V1_DN,0.1761705166554719,0.24047853269633748
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,0.17623281372340766,0.19806859527856402
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT,0.17650619928881753,0.2621465663249815
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,0.17711085698523044,0.242941297468862
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.17721205531304196,0.22948911437123443
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.1775318055776891,0.08304082739891358
GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,0.17765063765700828,0.20332545261020135
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,0.17766495292617995,0.18093270951500834
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,0.17772473667417055,0.16026288869795402
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.17788754830185816,-0.027632037200217313
GO_RESPONSE_TO_RETINOIC_ACID,0.17807403712850614,0.15842148155438407
GO_SKELETAL_SYSTEM_MORPHOGENESIS,0.17854298192379223,0.15854546904380276
GO_CATION_TRANSMEMBRANE_TRANSPORT,0.1786539233652519,0.1789962629127478
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.17945206053324306,0.23349709064829963
P53_DN.V2_DN,0.17991175289166855,0.10239380424748612
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN,0.18025824187726577,0.13806513933106118
GO_ADAPTIVE_THERMOGENESIS,0.18043694812002994,0.1358986786880039
SWEET_KRAS_TARGETS_DN,0.18096016488438474,0.12851407535550197
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,0.181278798441505,0.15988901029525324
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP,0.18130999916091828,0.2110900107362029
GO_COLLAGEN_BINDING,0.18144698643013388,0.21422077869794343
TGFB_UP.V1_UP,0.18149627976247618,0.05740825322849489
IWANAGA_CARCINOGENESIS_BY_KRAS_DN,0.18256300672384784,0.07869614986333218
GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.18276819062179442,0.23399913253587182
EIF4E_UP,0.1828464378926656,-0.05339498551309351
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.1830221065786022,0.23026141225402097
GO_REGULATION_OF_ACTION_POTENTIAL,0.18302891840268762,0.2543093955814582
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY,0.1831320026629807,0.11185883779812415
ERBB2_UP.V1_DN,0.18326833924214955,0.11208292542371295
GO_CELLULAR_COMPONENT_MAINTENANCE,0.1837528988420806,0.17334866652994924
GO_FATTY_ACID_DERIVATIVE_BINDING,0.18379174162563497,0.3301365619289271
REACTOME_MITOTIC_PROPHASE,0.18385323475966445,0.10800574035837304
WOO_LIVER_CANCER_RECURRENCE_DN,0.18391124554266525,0.24736951114350203
GO_MICROBODY_LUMEN,0.18399513722823546,0.33897447348096216
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,0.18399897770826662,0.04715659311338387
GO_SPECIFIC_GRANULE_MEMBRANE,0.18403326067619327,0.29902589741985347
GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.18426084503729118,0.12077158721039997
GO_NEURAL_TUBE_DEVELOPMENT,0.18462239395833005,0.10730183636098352
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR,0.18485034735188235,0.06254543619606005
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,0.18514713614945838,0.17698134163477164
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.18555371855289798,0.2061438129495625
GO_OSSIFICATION,0.18599702458144507,0.13781967751120042
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.18601922377102764,0.23018314620005617
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP,0.1862006263949284,0.10400948541137704
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION,0.18627302040850754,0.22931639745501303
GO_CELLULAR_LIPID_CATABOLIC_PROCESS,0.1863664062775779,0.2801073578369433
GO_CYTOKINE_BINDING,0.186530378951537,0.13355150547688785
GO_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,0.18697568835468317,0.09372903965741852
GO_ION_TRANSMEMBRANE_TRANSPORT,0.18712746339535483,0.20062354553514358
GO_RNA_EXPORT_FROM_NUCLEUS,0.18746484993120371,0.15143778654958173
BHAT_ESR1_TARGETS_VIA_AKT1_DN,0.1877411548114542,0.1893727333819302
VECCHI_GASTRIC_CANCER_EARLY_DN,0.1885240692292949,0.06591069873968775
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.18866983387820535,0.26719790399490406
REACTOME_SNRNP_ASSEMBLY,0.1889111585464041,0.15012543944978016
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_PHOSPHORUS_NITROGEN_BONDS,0.18951157970464624,0.22385643173500394
AKT_UP.V1_UP,0.18978599627486342,0.3588052385135418
GO_ORGANIC_ACID_TRANSPORT,0.19025642214353147,0.21054617215451943
GO_MEMBRANE_PROTEIN_PROTEOLYSIS,0.19036737744574903,0.2658129200562541
GO_BONE_MORPHOGENESIS,0.1903750619976162,0.17396398149236283
GO_STEROID_BINDING,0.19053314903276736,0.13191180162330435
GO_PIGMENT_GRANULE,0.19176101441667726,0.2083014578057253
RAPA_EARLY_UP.V1_UP,0.19186628654641277,0.18105172272403522
GO_CHONDROCYTE_DIFFERENTIATION,0.1923888842312396,0.1703134492827636
GO_ENDOCHONDRAL_BONE_MORPHOGENESIS,0.19255834851807307,0.13831522978405558
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,0.19281504411007164,0.05418526303385078
KEGG_PROPANOATE_METABOLISM,0.19308438596861086,0.33045443873548547
NABA_ECM_GLYCOPROTEINS,0.1931696591945736,0.2167877830884979
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX,0.19323252810518862,0.16280493882950156
NABA_CORE_MATRISOME,0.19334528918821928,0.20042601145171032
GO_REGULATION_OF_ATP_METABOLIC_PROCESS,0.19342906866809775,0.1203089720296699
GO_OXIDATION_REDUCTION_PROCESS,0.193429645802696,0.1901494295576504
REACTOME_FATTY_ACID_METABOLISM,0.19367897073783702,0.27895555614775513
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT,0.19376993699015527,0.0886475812855989
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY,0.19386988335281743,0.28850166696786317
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.1947393845324143,0.22243464712156738
GO_REGULATION_OF_CELL_AGING,0.1948756252314078,0.0959187123263061
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,0.19509521193767526,0.12929006429732134
GO_CATALYTIC_STEP_2_SPLICEOSOME,0.19534119752228138,0.227580384708639
GO_SMOOTH_ENDOPLASMIC_RETICULUM,0.1956526443096753,0.2723887409029807
GO_MRNA_TRANSPORT,0.19589991081557442,0.1604675362284879
GO_PROTEIN_SUMOYLATION,0.19590423621876954,0.1440294392175132
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,0.1959368210614038,0.23161490947440327
REACTOME_PYRUVATE_METABOLISM,0.1960299417200806,0.21849290755932085
COLLER_MYC_TARGETS_UP,0.19640362621835628,0.15703984891097025
GO_FATTY_ACID_TRANSPORT,0.1964757520536576,0.12362746051956894
REACTOME_ECM_PROTEOGLYCANS,0.19649639971865093,0.256324427558362
CAHOY_ASTROGLIAL,0.19669893618649625,0.29234672387650285
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.1967652003645962,0.10823476985023654
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.1967788925109681,0.20941509997748095
GO_RECEPTOR_COMPLEX,0.19684696279071087,0.18941972559361042
GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION,0.19685614445966704,0.2510345291167629
BURTON_ADIPOGENESIS_6,0.19691453775483914,0.23528261207149703
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,0.19717115766249238,0.17989659547662062
GO_PEPTIDE_CROSS_LINKING,0.19737237742316013,0.10657104857142295
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,0.19750938399814386,0.2433214414593316
GO_TETRAPYRROLE_BINDING,0.19752099137918597,0.17129096919219738
GO_REGULATION_OF_GENE_SILENCING,0.197660893125697,0.1264583055385586
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.19840287697796227,0.3610818334512976
REACTOME_TRNA_AMINOACYLATION,0.19920735925298463,0.32421148330931837
GO_FORMATION_OF_PRIMARY_GERM_LAYER,0.19955352219299657,0.24679337267845605
GO_AMINO_ACID_ACTIVATION,0.19962041707622316,0.29915374695208113
GO_B_CELL_MEDIATED_IMMUNITY,0.1997057417666006,0.08985681987270906
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,0.19993033421049633,0.18594117749242875
GO_METAL_CLUSTER_BINDING,0.19998715561217803,0.16753278607208644
GO_RNA_METHYLATION,0.20064823679137334,0.03743480552612278
GO_AZUROPHIL_GRANULE_MEMBRANE,0.2006678638349602,0.2813456987486161
GO_PATTERN_SPECIFICATION_PROCESS,0.2010721218033376,0.11114666332052155
GO_CARDIAC_CONDUCTION,0.2012893447250067,0.1870661150610211
GO_CELL_SURFACE,0.2012922359591226,0.22275717265073092
GO_ANTIMICROBIAL_HUMORAL_RESPONSE,0.20153257193389726,0.07777085075841586
GO_BIOMINERALIZATION,0.2025506221190196,0.14449955225028915
GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.20394125187495238,0.2288552781205741
IL2_UP.V1_UP,0.20399034195299828,0.16276996327159562
GO_ER_NUCLEUS_SIGNALING_PATHWAY,0.20488831588408618,0.24254882516415682
CRX_NRL_DN.V1_UP,0.20490782320846312,0.09465370040701013
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,0.20527438038239781,0.2062617527360869
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER,0.20562530922381766,0.07602069011192125
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.20571193841621696,0.2479906819654544
GO_FOREBRAIN_CELL_MIGRATION,0.2057881208670911,0.10989712157383881
MILI_PSEUDOPODIA_HAPTOTAXIS_DN,0.2062640929993025,0.31547829868744454
GO_TUBE_CLOSURE,0.20637874298749626,0.11848952023926947
GO_RAB_PROTEIN_SIGNAL_TRANSDUCTION,0.20689746766186784,0.2785039123628036
GO_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION,0.20747789778988449,0.2571529338816624
PID_INTEGRIN1_PATHWAY,0.2080114397792808,0.3216928505493168
GO_GOLGI_CISTERNA,0.20803656813761792,0.2664322673688187
