Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
MDA-MB-231	Breast Carcinoma	Breast	SIDM00146	Adherent	MSS	True	True	True	True	False	True	Breast Adenocarcinoma	Pleural Effusion	Female	White	Unknown	ACH-000768	905960	MDAMB231_BREAST
NCI-H2818	Mesothelioma	Lung	SIDM00520	Unknown	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002134	1290814	H2818_PLEURA
PC-3_[JPC-3]	Non-Small Cell Lung Carcinoma	Lung	SIDM00361	Unknown		True	False	False	False	False	True	Lung Adenocarcinoma	Lung	Female	Unknown	Unknown	ACH-002184	1240202	PC3JPC3_LUNG
QGP-1	Other Solid Carcinomas	Pancreas	SIDM00360	Unknown	MSS	True	True	True	False	True	True	Pancreatic Somatostatinoma	Pancreas	Male	East Asian	Unknown	ACH-000347	1298534	QGP1_PANCREAS
YH-13	Glioblastoma	Central Nervous System	SIDM00316	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000469	909905	YH13_CENTRAL_NERVOUS_SYSTEM
201T	Non-Small Cell Lung Carcinoma	Lung	SIDM00055	Unknown	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002089	1287381	201T_LUNG
CAL-62	Thyroid Gland Carcinoma	Thyroid	SIDM00931	Adherent	MSS	True	True	True	False	True	True	Anaplastic Thyroid Carcinoma	Pleural Effusion	Female	Unknown	Unknown	ACH-000174	906828	CAL62_THYROID
VMRC-RCZ	Kidney Carcinoma	Kidney	SIDM00317	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-000171	909781	VMRCRCZ_KIDNEY
WSU-DLCL2	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00413	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Pleural effusion	Male	White	Unknown	ACH-000534	1331050	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MRK-nu-1	Breast Carcinoma	Breast	SIDM00562	Unknown	MSS	True	True	True	False	True	True	Breast Carcinoma	Mammary gland	Female	Unknown	Unknown	ACH-002163	908151	MRKNU1_BREAST
HOS	Osteosarcoma	Bone	SIDM00806	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Bone	Female	White	Unknown	ACH-000613	907060	HOS_BONE
NOMO-1	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00580	Unknown	MSS	True	True	True	False	True	True	Adult Acute Differentiated Monocytic Leukemia	Bone marrow	Female	Unknown	Unknown	ACH-000168	908451	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCT-116	Colorectal Carcinoma	Large Intestine	SIDM00783	Adherent	MSI	True	True	True	True	True	True	Colon Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000971	905936	HCT116_LARGE_INTESTINE
IHH-4	Thyroid Gland Carcinoma	Thyroid	SIDM00600	Unknown	MSS	True	True	True	False	True	True	Papillary Thyroid Carcinoma	Lymph node	Unknown	East Asian	Unknown	ACH-001528	1240154	IHH4_THYROID
NCI-H748	Small Cell Lung Carcinoma	Lung	SIDM01117	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Male	Black	Unknown	ACH-002176	909194	NCIH748_LUNG
HCC-33	Small Cell Lung Carcinoma	Lung	SIDM01071	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Male	Unknown	Unknown	ACH-000515	1303901	HCC33_LUNG
CRO-AP2	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00952	Suspension	MSS	True	True	True	False	True	True	Primary Effusion Lymphoma	Pleural Effusion	Male	Unknown	Unknown	ACH-002220	906807	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1993	Non-Small Cell Lung Carcinoma	Lung	SIDM00758	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Lymph node	Female	White	Unknown	ACH-001137	908476	NCIH1993_LUNG
GI-1	Glioblastoma	Central Nervous System	SIDM00273	Adherent	MSS	True	True	True	True	True	True	Gliosarcoma	Unknown	Male	East Asian	Unknown	ACH-000756	906871	GI1_CENTRAL_NERVOUS_SYSTEM
IGR-37	Melanoma	Skin	SIDM01066	Adherent	MSS	True	True	True	False	True	True	Melanoma	Groin lymph node	Male	Unknown	Unknown	ACH-000650	1240153	IGR37_SKIN
KYSE-450	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01027	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Middle intrathoracic oesophagus	Male	East Asian	Unknown	ACH-000865	907320	KYSE450_OESOPHAGUS
KARPAS-299	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01010	Suspension	MSS	True	True	True	False	True	True	Anaplastic Large Cell Lymphoma	Unknown	Male	Unknown	Unknown	ACH-000053	907273	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
UM-UC-3	Bladder Carcinoma	Bladder	SIDM01182	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Urinary Bladder	Male	Unknown	Unknown	ACH-000522	724838	UMUC3_URINARY_TRACT
GCIY	Gastric Carcinoma	Stomach	SIDM00274	Adherent	MSS	True	True	True	False	True	True	Gastric Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000047	906869	GCIY_STOMACH
LS-180	Colorectal Carcinoma	Large Intestine	SIDM00680	Adherent	MSI	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000957	998189	LS180_LARGE_INTESTINE
JHH-2	Hepatocellular Carcinoma	Liver	SIDM00617	Unknown	MSS	True	True	False	False	True	True	Hepatocellular Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000577	1240157	JHH2_LIVER
SCC-9	Oral Cavity Carcinoma	Head and Neck	SIDM01080	Adherent	MSS	True	True	True	True	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	Unknown	Unknown	ACH-000181	909709	SCC9_UPPER_AERODIGESTIVE_TRACT
DMS-114	Small Cell Lung Carcinoma	Lung	SIDM00865	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000530	687983	DMS114_LUNG
CS1	Chondrosarcoma	Bone	SIDM00199	Adherent	MSS	True	True	True	False	True	True	Chondrosarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002099	1290795	CS1_BONE
H4	Glioma	Central Nervous System	SIDM00852	Adherent	MSS	True	True	True	False	True	True	Astrocytoma	Brain	Male	White	Unknown	ACH-000389	907042	H4_CENTRAL_NERVOUS_SYSTEM
MDA-MB-436	Breast Carcinoma	Breast	SIDM00629	Adherent	MSS	True	True	True	True	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Pleural effusion	Female	White	Unknown	ACH-000573	1240172	MDAMB436_BREAST
NCI-H441	Non-Small Cell Lung Carcinoma	Lung	SIDM00925	Adherent	MSS	True	True	True	False	True	True	Papillary Lung Adenocarcinoma	Pericardial fluid	Male	Unknown	Unknown	ACH-000638	908460	NCIH441_LUNG
HO-1-u-1	Oral Cavity Carcinoma	Head and Neck	SIDM00591	Unknown	MSS	True	True	True	True	True	True	Oral Cavity Squamous Cell Carcinoma	Mouth floor	Male	Unknown	Unknown	ACH-002045	753561	HO1U1_UPPER_AERODIGESTIVE_TRACT
LOXIMVI	Melanoma	Skin	SIDM00149	Unknown	MSS	True	True	True	False	False	True	Amelanotic Melanoma	Unknown	Male	Unknown	Unknown	ACH-000750	905974	LOXIMVI_SKIN
NCI-H1755	Non-Small Cell Lung Carcinoma	Lung	SIDM00738	Semi-Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Liver	Female	White	Unknown	ACH-000282	908475	NCIH1755_LUNG
K5	Thyroid Gland Carcinoma	Thyroid	SIDM00056	Unknown	MSS	True	True	True	False	True	True	Follicular Thyroid Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002148	924238	K5_THYROID
SK-UT-1	Other Solid Carcinomas	Uterus	SIDM01113	Adherent	MSI	True	True	True	False	True	True	Uterine Corpus Leiomyosarcoma	Uterus	Female	White	Unknown	ACH-000939	909732	SKUT1_SOFT_TISSUE
SK-N-FI	Neuroblastoma	Peripheral Nervous System	SIDM01099	Adherent	MSS	True	True	True	True	True	True	Neuroblastoma	Bone marrow	Male	White	Unknown	ACH-000341	688087	SKNFI_AUTONOMIC_GANGLIA
MLMA	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00561	Unknown	MSS	True	True	True	False	True	True	Hairy Cell Leukemia	Peritoneal effusion	Female	East Asian	Unknown	ACH-002274	908142	MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H522	Non-Small Cell Lung Carcinoma	Lung	SIDM00116	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000343	905944	NCIH522_LUNG
EW-7	Ewing's Sarcoma	Bone	SIDM00201	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Female	Unknown	Unknown	ACH-002119	949160	EW7_BONE
NCI-H146	Small Cell Lung Carcinoma	Lung	SIDM00698	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Bone marrow	Male	White	Unknown	ACH-000506	910899	NCIH146_LUNG
EW-12	Ewing's Sarcoma	Bone	SIDM00200	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002112	949162	EW12_BONE
JHU-022	Oral Cavity Carcinoma	Head and Neck	SIDM00127	Unknown	MSS	True	True	True	True	True	True	Oral Cavity Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002250	1240162	JHU022_UPPER_AERODIGESTIVE_TRACT
ES1	Ewing's Sarcoma	Bone	SIDM00266	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Female	Unknown	Unknown	ACH-002103	949158	ES1_BONE
NB7	Neuroblastoma	Peripheral Nervous System	SIDM00156	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Male	Unknown	Unknown	ACH-002285	949174	NB7_AUTONOMIC_GANGLIA
ESS-1	Other Solid Carcinomas	Endometrium	SIDM01043	Adherent	MSS	True	True	True	True	False	True	Endometrial Stromal Sarcoma	Uterus	Female	White	Unknown	ACH-000913	907000	ESS1_ENDOMETRIUM
NCI-H1703	Squamous Cell Lung Carcinoma	Lung	SIDM00740	Adherent	MSS	True	True	True	False	True	True	Squamous Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000747	908474	NCIH1703_LUNG
H-EMC-SS	Chondrosarcoma	Bone	SIDM00535	Adherent	MSS	True	True	True	False	False	True	Chondrosarcoma	Muscle	Female	Unknown	Unknown	ACH-001519	907290	HEMCSS_BONE
DoTc2-4510	Cervical Carcinoma	Cervix	SIDM00864	Adherent	MSS	True	True	True	False	True	True	Cervical Carcinoma	Cervix	Female	Unknown	Unknown	ACH-001341	906843	DOTC24510_CERVIX
SW1417	Colorectal Carcinoma	Large Intestine	SIDM00812	Adherent	MSS	True	True	True	False	True	True	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000236	909747	SW1417_LARGE_INTESTINE
MKN45	Gastric Carcinoma	Stomach	SIDM00247	Adherent	MSS	True	True	True	False	True	True	Gastric Adenocarcinoma	liver	Female	East Asian	Unknown	ACH-000356	925340	MKN45_STOMACH
NCI-H1105	Small Cell Lung Carcinoma	Lung	SIDM00652	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000780	908468	NCIH1105_LUNG
SU-DHL-6	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00407	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Peritoneal effusion	Male	Unknown	Unknown	ACH-000611	1331037	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TE-9	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00325	Unknown	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Pleural effusion	Male	Unknown	Unknown	ACH-000694	946353	TE9_OESOPHAGUS
MHH-CALL-4	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00376	Suspension	MSS	True	True	True	False	True	False	Childhood Precursor B Lymphoblastic Leukemia	Peripheral blood	Male	White	Unknown	ACH-000156	908133	MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H2452	Mesothelioma	Lung	SIDM00722	Adherent	MSS	True	True	True	False	True	True	Pleural Biphasic Mesothelioma	Unknown	Male	Unknown	Unknown	ACH-000092	908462	NCIH2452_PLEURA
NCI-H2342	Non-Small Cell Lung Carcinoma	Lung	SIDM00727	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000951	687819	NCIH2342_LUNG
MFE-280	Endometrial Carcinoma	Endometrium	SIDM00335	Adherent	MSS	True	True	True	True	True	True	Endometrial Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000192	908129	MFE280_ENDOMETRIUM
SK-MM-2	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00391	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Peripheral blood	Male	Unknown	Unknown	ACH-000363	753612	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Hs-633T	Other Solid Carcinomas	Soft Tissue	SIDM00667	Adherent	MSS	True	True	False	False	True	True	Fibrosarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002246	1240149	HS633T_SOFT_TISSUE
D-263MG	Glioblastoma	Central Nervous System	SIDM00732	Unknown	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Unknown	Unknown	Unknown	ACH-002225	946368	D263MG_CENTRAL_NERVOUS_SYSTEM
DU-145	Prostate Carcinoma	Prostate	SIDM00120	Adherent	MSI	True	True	True	True	True	True	Prostate Carcinoma	Brain	Male	White	Unknown	ACH-000979	905935	DU145_PROSTATE
NCI-H1792	Non-Small Cell Lung Carcinoma	Lung	SIDM00771	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000496	724868	NCIH1792_LUNG
SK-LMS-1	Other Solid Carcinomas	Soft Tissue	SIDM01109	Adherent	MSS	True	True	True	False	True	True	Vulvar Leiomyosarcoma	Vulva	Female	White	Unknown	ACH-000145	909720	SKLMS1_SOFT_TISSUE
SKN	Other Solid Carcinomas	Uterus	SIDM00377	Unknown	MSS	True	True	True	False	True	True	Uterine Corpus Leiomyosarcoma	Uterus	Female	Other	Unknown	ACH-001655	1240215	SKN_ENDOMETRIUM
BFTC-905	Bladder Carcinoma	Bladder	SIDM00989	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	East Asian	Unknown	ACH-000802	910926	BFTC905_URINARY_TRACT
IST-MEL1	Melanoma	Skin	SIDM00225	Adherent	MSS	True	True	True	True	True	True	Melanoma	Unknown	Male	White	Unknown	ACH-002143	907172	ISTMEL1_SKIN
NCI-H2461	Mesothelioma	Lung	SIDM00102	Unknown	MSS	True	True	True	False	False	True	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002125	1290810	H2461_PLEURA
HO-1-N-1	Oral Cavity Carcinoma	Head and Neck	SIDM00592	Adherent	MSS	True	True	True	False	True	True	Oral Cavity Squamous Cell Carcinoma	Buccal mucosa	Unknown	Unknown	Unknown	ACH-002244	924111	HO1N1_UPPER_AERODIGESTIVE_TRACT
FU97	Gastric Carcinoma	Stomach	SIDM00503	Adherent	MSS	True	True	True	False	True	True	Gastric Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000633	1290806	FU97_STOMACH
IST-MES1	Mesothelioma	Lung	SIDM00224	Adherent	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Female	White	Unknown	ACH-000569	907173	ISTMES1_PLEURA
D-283MED	Other Solid Carcinomas	Central Nervous System	SIDM00888	Suspension	MSS	True	True	True	False	True	True	Medulloblastoma 	Peritoneum	Male	White	Unknown	ACH-000055	906834	D283MED_CENTRAL_NERVOUS_SYSTEM
KYSE-70	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01024	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Middle intrathoracic oesophagus	Male	East Asian	Unknown	ACH-000784	753576	KYSE70_OESOPHAGUS
KARPAS-422	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01008	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Unknown	Female	Unknown	Unknown	ACH-000315	907274	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RO82-W-1	Thyroid Gland Carcinoma	Thyroid	SIDM00218	Adherent	MSS	True	True	True	False	True	True	Follicular Thyroid Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001384	930083	RO82W1_THYROID
HDLM-2	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01064	Suspension	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000267	924110	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1651	Non-Small Cell Lung Carcinoma	Lung	SIDM00744	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lung	Male	Unknown	Unknown	ACH-000893	910900	NCIH1651_LUNG
TE-441-T	Rhabdomyosarcoma	Soft Tissue	SIDM01173	Adherent	MSS	True	True	True	False	True	True	Rhabdomyosarcoma	Connective tissue	Female	Black	Unknown	ACH-000772	924248	TE441T_SOFT_TISSUE
IA-LM	Non-Small Cell Lung Carcinoma	Lung	SIDM00306	Adherent	MSS	True	True	True	False	True	True	Large Cell Lung Carcinoma	Skin	Male	East Asian	Unknown	ACH-000672	910779	IALM_LUNG
8305C	Thyroid Gland Carcinoma	Thyroid	SIDM00997	Adherent	MSS	True	True	True	False	True	True	Anaplastic Thyroid Carcinoma	Thyroid	Female	Unknown	Unknown	ACH-001306	906795	8305C_THYROID
EFM-19	Breast Carcinoma	Breast	SIDM01056	Adherent	MSS	True	True	True	False	True	True	Ductal Breast Carcinoma	Pleural Effusion	Female	White	Unknown	ACH-000330	906851	EFM19_BREAST
EW-3	Ewing's Sarcoma	Bone	SIDM00202	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002118	949161	EW3_BONE
CHP-126	Neuroblastoma	Peripheral Nervous System	SIDM00286	Adherent	MSS	True	True	True	False	True	True	Neuroblastoma	Unknown	Female	Unknown	Unknown	ACH-000136	910567	CHP126_AUTONOMIC_GANGLIA
HCC38	Breast Carcinoma	Breast	SIDM00675	Semi-Adherent	MSS	True	True	True	True	True	True	Ductal Breast Carcinoma	Mammary gland/duct	Female	White	Unknown	ACH-000276	749717	HCC38_BREAST
HCC1395	Breast Carcinoma	Breast	SIDM00884	Adherent	MSS	True	True	True	True	True	True	Ductal Breast Carcinoma	Mammary gland/duct	Female	White	Unknown	ACH-000699	749712	HCC1395_BREAST
NCI-H2731	Mesothelioma	Lung	SIDM00098	Unknown	MSS	True	True	True	False	True	True	Pleural Sarcomatoid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002129	1240134	H2731_PLEURA
SW1463	Colorectal Carcinoma	Large Intestine	SIDM00834	Adherent	MSS	True	True	True	False	True	True	Rectal Adenocarcinoma	Rectum	Female	White	Unknown	ACH-000470	909748	SW1463_LARGE_INTESTINE
TGBC1TKB	Biliary Tract Carcinoma	Biliary Tract	SIDM00252	Adherent	MSS	True	True	True	False	True	True	Undifferentiated Gallbladder Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-001861	909769	TGBC1TKB_BILIARY_TRACT
NCI-H64	Small Cell Lung Carcinoma	Lung	SIDM01126	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-001599	688026	NCIH64_LUNG
NCI-H2066	Squamous Cell Lung Carcinoma	Lung	SIDM00711	Adherent	MSS	True	True	True	False	True	True	Squamous Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000727	1330973	NCIH2066_LUNG
LU-165	Small Cell Lung Carcinoma	Lung	SIDM00292	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph Node	Male	East Asian	Unknown	ACH-002077	753589	LU165_LUNG
SHP-77	Small Cell Lung Carcinoma	Lung	SIDM01078	Semi-Adherent	MSS	False	True	True	False	True	True	Small Cell Lung Carcinoma	Lung	Male	White	Unknown	ACH-000790	724872	SHP77_LUNG
Mo-T	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00623	Suspension	MSS	True	True	True	False	True	True	Hairy Cell Leukemia	Unknown	Male	Unknown	Unknown	ACH-002339	908149	MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
G-292-Clone-A141B1	Osteosarcoma	Bone	SIDM00858	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Bone	Female	White	Unknown	ACH-000082	1290807	G292CLONEA141B1_BONE
COR-L88	Small Cell Lung Carcinoma	Lung	SIDM00506	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000508	906808	CORL88_LUNG
U-266	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00417	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Peripheral blood	Male	Unknown	Unknown	ACH-000626	753615	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LNZTA3WT4	Glioma	Central Nervous System	SIDM01220	Adherent	MSS	True	True	True	True	True	True	Astrocytoma	Unknown	Male	Unknown	Unknown	ACH-002269	1240170	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM
no-10	Glioblastoma	Central Nervous System	SIDM00574	Adherent	MSS	True	True	True	True	True	True	Glioblastoma	Brain	Male	Unknown	Unknown	ACH-001605	908452	NO10_CENTRAL_NERVOUS_SYSTEM
NCI-H841	Small Cell Lung Carcinoma	Lung	SIDM01134	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000292	1240192	NCIH841_LUNG
SW948	Colorectal Carcinoma	Large Intestine	SIDM00832	Adherent	MSS	True	True	True	False	True	True	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000680	909757	SW948_LARGE_INTESTINE
PCI-30	Head and Neck Carcinoma	Head and Neck	SIDM00044	Unknown	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002295	1298529	PCI30_UPPER_AERODIGESTIVE_TRACT
MDA-MB-330	Breast Carcinoma	Breast	SIDM00631	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Pleural effusion	Female	White	Unknown	ACH-001358	1330941	MDAMB330_BREAST
ECC12	Gastric Carcinoma	Stomach	SIDM00279	Adherent	MSS	True	True	True	False	True	True	Gastric Small Cell Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000225	906849	ECC12_STOMACH
NK-92MI	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM01201	Suspension	MSS	True	False	True	False	False	True	Natural Killer Cell Lymphoblastic Leukemia Lymphoma	Peripheral Blood	Male	White	Unknown	ACH-002289	1330981	NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H647	Other Solid Carcinomas	Lung	SIDM01125	Adherent	MSS	True	True	True	False	True	True	Adenosquamous Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000378	1240191	NCIH647_LUNG
HLE	Hepatocellular Carcinoma	Liver	SIDM00064	Unknown	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Unknown	Male	Unknown	Unknown	ACH-001089	907057	HLE_LIVER
Caov-3	Ovarian Carcinoma	Ovary	SIDM00919	Adherent	MSS	True	True	True	False	True	True	High Grade Ovarian Serous Adenocarcinoma	Ovary	Female	White	Unknown	ACH-000713	906825	CAOV3_OVARY
ECC10	Gastric Carcinoma	Stomach	SIDM00280	Suspension	MSS	True	True	True	False	True	True	Gastric Small Cell Carcinoma	Liver	Unknown	East Asian	Unknown	ACH-000560	906848	ECC10_STOMACH
NCI-H69	Small Cell Lung Carcinoma	Lung	SIDM01121	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000358	688027	NCIH69_LUNG
NCI-H2795	Mesothelioma	Lung	SIDM00154	Unknown	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002130	1290813	H2795_PLEURA
BPH-1	Non-Cancerous	Prostate	SIDM00964	Adherent	MSS	True	True	True	False	True	True	Benign Prostatic Hyperplasia	Prostate	Male	Unknown	Unknown	ACH-001453	924105	BPH1_PROSTATE
HSC-3	Oral Cavity Carcinoma	Head and Neck	SIDM00589	Unknown	MSS	True	True	True	True	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	Unknown	Unknown	ACH-000778	907061	HSC3_UPPER_AERODIGESTIVE_TRACT
RVH-421	Melanoma	Skin	SIDM00401	Adherent	MSS	True	True	True	False	True	True	Melanoma	Intracranial	Male	Other	Unknown	ACH-000614	909706	RVH421_SKIN
NB12	Neuroblastoma	Peripheral Nervous System	SIDM00258	Unknown	MSS	True	True	True	False	True	True	Neuroblastoma	Unknown	Female	Unknown	Unknown	ACH-002279	949172	NB12_AUTONOMIC_GANGLIA
KARPAS-1106P	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01011	Suspension	MSS	True	True	True	False	True	True	Mediastinal Thymic Large B-Cell Cell Lymphoma	Unknown	Female	Unknown	Unknown	ACH-002254	1327773	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A431	Other Solid Carcinomas	Vulva	SIDM00995	Adherent	MSS	True	True	True	False	True	True	Vulvar Squamous Cell Carcinoma	Unknown	Female	Unknown	Unknown	ACH-001328	910925	A431_SKIN
Detroit562	Head and Neck Carcinoma	Head and Neck	SIDM00831	Adherent	MSS	True	True	True	True	True	True	Pharyngeal Squamous Cell Carcinoma	Pleural Effusion	Female	White	Unknown	ACH-000207	906837	DETROIT562_UPPER_AERODIGESTIVE_TRACT
P12-ICHIKAWA	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00463	Suspension	MSS	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000372	909251	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH-2	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00981	Suspension	MSS	True	True	True	False	False	True	Diffuse Large B-Cell Lymphoma	Pleural Effusion	Male	Unknown	Unknown	ACH-000056	906842	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
